Name,Industry,Size,Postcode,LADCD
"Aduna Superfoods","Food products",1-9,W1W 7LT,E09000033
"Blue Array SEO","Advertising & market research",10-49,RG1 3BE,E06000038
"2030hub","Other info service activities",0,L3 9LQ,E08000012
"OPX","Advertising & market research",10-49,N1 6ND,E09000012
"Jimmy's Iced Coffee","Beverages",10-49,BH23 3TG,E06000058
"Warners Distillery","Beverages",10-49,NN6 9NU,E06000061
"Eco Age Limited","Management  consultant - for-profits",10-49,W6 0RR,E09000013
"Verity London","Other info service activities",1-9,NW1 8AH,E09000007
"LYMA","General retail via Internet",10-49,NW1 5QT,E09000033
"Expatriate Tax Advisory Service Limited","Accounting & auditing",1-9,RH5 6RL,E07000209
"Montala Limited","Software publishing and SaaS platforms",10-49,SN6 8TY,E07000180
"COAT Paints","Chemicals & chemical products",10-49,EC1R 0LY,E09000019
"Quiet Storm Ltd","Advertising & market research",10-49,SE1 3ER,E09000028
"Smith Global Ltd T/A Mr & Mrs Smith","Travel agency & related",50-249,TW9 2JA,E09000027
"EOS Deal Advisory","Accounting & auditing",10-49,WC2N 5DS,E09000033
"Orderly","Software publishing and SaaS platforms",10-49,DE1 2RJ,E06000015
"Digital Orchard","Film, TV & music production",10-49,HP8 4AX,E06000060
"Form","Management  consultant - for-profits",1-9,L1 0AX,E08000012
"TOTM","Personal care products",10-49,CF24 5AB,W06000015
"Up Your Elvis LLP","Other education",1-9,DT7 3TY,E07000040
"Media Bounty Ltd","Other info service activities",10-49,SE1 1LB,E09000028
"Aspiga","Apparel",10-49,SW8 3NS,E09000032
"Butternut Box","Food products",250-999,W12 7FQ,E09000013
"ustwo Games","Arts & entertainment",10-49,SW9 0FJ,E09000022
"SMS ecofleet Limited","Postal & courier activities",10-49,W4 5PY,E09000018
"Quinola Mothergain","Food products",1-9,SE1 7SJ,E09000022
"Recruit For Spouses Ltd","Employment placement & HR",1-9,SN13 0RP,E06000054
"Catch A Fire","Advertising & market research",10-49,TN17 1HE,E07000116
"Acre","Employment placement & HR",10-49,WC1R 4LR,E09000007
"Levercliff Associates","Advertising & market research",10-49,LL145NS,W06000006
"Kamwell","Other business support",1-9,OX9 2AU,E07000179
"Ecosulis Ltd","Environmental consulting",10-49,EC2A 4NE,E09000012
"Jenson Funding Partners LLP","Equity investing - Developed Markets",1-9,SE1 9RS,E09000028
"Be the Earth","Equity investing - Developed Markets",1-9,W1G 0PE,E09000033
"Applied Research Creative Studio Ltd.","Arts & entertainment",1-9,W1F 8DU,E09000033
"Aikya Investment Management","Investment advising",1-9,EC2V 6AA,E09000001
"Greenspace Sustainable Financial Planning Ltd","Investment advising",0,PO16 8AB,E07000087
"Adaptos Ltd t/a Consumer Insight","Advertising & market research",10-49,CV345LZ,E07000222
"Big fish design ltd","Advertising & market research",10-49,SW10 0QJ,E09000020
"gowithYamo Ltd","Mobile applications",10-49,W1K 5RG,E09000033
"Earth Creative Strategies Ltd","Advertising & market research",1-9,W1V 4LA,E09000033
"Motivates Inc","Management  consultant - for-profits",10-49,EC2A 3DR,E09000012
"Not Actual Size","Other info service activities",10-49,EC1A 7HU,E09000001
"Something Familiar","Advertising & market research",1-9,BS3 1TF,E06000023
"Alteris Partners Limited","Investment advising",1-9,W1F 9SX,E09000033
"Five Create Ltd","Electrical equipment",1-9,LS97DR,E08000035
"Nix & Kix Ltd","Beverages",1-9,EC2A 4NE,E09000012
"Julian Church & Associates Ltd","Management  consultant - for-profits",1-9,BN11 3BA,E07000229
"We Are Telescopic Ltd","Other professional, scientific & tech",1-9,W1W 5PF,E09000033
"Spinlock Ltd","Sports goods",50-249,PO31 7BH,E06000046
"Halo Media Communications Ltd","Advertising & market research",10-49,BS4 3AP,E06000023
"Exhale Coffee","Beverages",1-9,N15 3AD,E09000014
"Portal47 Ltd","Software publishing and SaaS platforms",10-49,BA1 2FJ,E06000022
"Social Value Portal","Other professional, scientific & tech",10-49,SE1 7TY,E09000022
"Earth Active","Management  consultant - for-profits",10-49,W1T 1JU,E09000033
"The Positive Birth Company Ltd","Other personal services",1-9,TQ9 6LH,E07000044
"The Housing Exchange Ltd","Real estate - leased property",1-9,NW10 2UR,E09000005
"Nutrisure Ltd","Food products",10-49,BA2 9BR,E06000022
"Tea Rebellion (Rebellion Food Brands Ltd)","Beverages",0,SW130DB,E09000027
"Harmonic Group","Employment placement & HR",10-49,EC2A 3PB,E09000012
"Wild Dog Design","Computer programming services",1-9,BN1 4DU,E06000043
"Growth Engineering Technologies Limited","Software publishing and SaaS platforms",10-49,WC1N 3AX,E09000007
"Station Rd.","Advertising & market research",1-9,CF14 5GH,W06000015
"New England Financial Solutions","Investment advising",1-9,NN4 6ET,E06000062
"Stronger Stories","Management consultant - nonprofits",1-9,BN7 2DG,E07000063
"Runway East Limited","Other business support",10-49,SE1 9RS,E09000028
"Daye","Personal care products",10-49,se164dg,E09000028
"Portas Agency Ltd","Advertising & market research",10-49,WC1N 3QL,E09000007
"Brilliant Noise","Advertising & market research",10-49,BN2 4GL,E06000043
"Square Book Limited","Financial markets exchanges",10-49,EH2 1EW,S12000036
"Chimney Fire Coffee","Beverages",1-9,RH5 6SX,E07000209
"bide planetary services","Cleaning products",1-9,NW3 5JS,E09000007
"Pact Coffee","Beverages",50-249,SE16 4DG,E09000028
"Stand","Advertising & market research",10-49,N1C 4AX,E09000007
"Beyond Alcohol Ltd","Beverages",1-9,W10 5JJ,E09000020
"Here Ltd","Other professional, scientific & tech",10-49,E8 3QB,E09000012
"Tu Pack Ltd","Transportation support",10-49,CV6 6AT,E08000026
"The Fine Bedding Company","Textiles",50-249,M32 0QY,E08000009
"Virtuoso","Education & training services",10-49,WA16 6HA,E06000049
"St. Eval","Other manufacturing",10-49,PL27 7UL,E06000052
"PHOS Ltd","Electrical equipment",10-49,AL10 9EW,E07000241
"Hotpod Yoga Group","Athletic & fitness centers",10-49,SW2 1NL,E09000022
"Lorax Compliance (Holdings) Limited","Environmental consulting",10-49,CV21 1FD,E07000220
"Kyan","Other professional, scientific & tech",50-249,GU1 3DG,E07000209
"Oxwash","Laundry & dry-cleaning",50-249,OX2 0ES,E07000178
"Kindred Agency","Advertising & market research",10-49,EC4R 1BE,E09000001
"Cognni","Software publishing and SaaS platforms",1-9,LS18 4JR,E08000035
"The Organic Family Ltd","Food products",10-49,N1 3DF,E09000019
"Much Better Adventures","Travel agency & related",10-49,EC2R 8DD,E09000001
"Amodal","Other info service activities",10-49,Various,
"Everpress","Apparel",10-49,E82NG,E09000012
"North Star Coffee Holdings","Beverages",10-49,LS12 3BG,E08000035
"Cornerstone FX Ltd","Financial markets exchanges",0,W1W7LT,E09000033
"Hallam","Advertising & market research",50-249,NG1 5GG,E06000018
"Something Big Ltd","Advertising & market research",10-49,GU23 7EF,E07000209
"Shoplight Ltd","Electrical equipment",10-49,PE1 5XN,E06000031
"Digital Ethos","Advertising & market research",10-49,LE2 2FB,E07000135
"Thirdfort Limited","Other professional, scientific & tech",50-249,SW1V 1JT,E09000033
"Stripe & Stare","Apparel",10-49,PL20 7PY,E07000047
"Tribe Digital Agency","Other professional, scientific & tech",10-49,EX2 4DN,E07000041
"6 Group","Management  consultant - for-profits",10-49,WA14 2DP,E08000009
"Beco","Other retail sale",10-49,SW19 8UH,E09000024
"Tiger Recruitment Ltd","Employment placement & HR",10-49,W1G 0EF,E09000033
"Mood Foods Ltd","Food products",10-49,CB22 3TJ,E07000012
"Social","Other professional, scientific & tech",10-49,M4 5DL,E08000003
"Stryve Online","Software publishing and SaaS platforms",10-49,WC1V 6LJ,E09000007
"Virtus Energy","Other renewable energy installation",1-9,BR2 6AP,E09000006
"Helm","Membership organizations",1-9,W1T 1AN,E09000007
"IllustrationX and AnimationX","Other info service activities",1-9,W1T 6EB,E09000007
"The Liberty Guild","Advertising & market research",1-9,W1F 0UR,E09000033
"Third City","Advertising & market research",10-49,EC1V 0JP,E09000019
"AJT","Other professional, scientific & tech",10-49,TR7 2FP,E06000052
"Wise Goose Limited","Other professional, scientific & tech",0,TQ13 8AR,E07000047
"L.A Brewery","Beverages",1-9,IP12 2TW,E07000244
"xUnlocked","Other education",10-49,EC2M 3TY,E09000001
"Bio-Synergy","Food products",1-9,nw3 6hs,E09000007
"Higginson Strategy","Other professional, scientific & tech",10-49,E1 5LP,E09000030
"MyPura.com Ltd","Personal care products",10-49,CH3 9HW,E06000050
"Steamhaus Ltd","Computer programming services",10-49,M1 2EJ,E08000003
"Simplyhealth","Health insurance",250-999,SP10 1LQ,E07000093
"WeShape Ltd","Management  consultant - for-profits",10-49,EC3R 8HL,E09000001
"Lewis & Scott Retirement Living Ltd","Real estate development",0,AL10 9NJ,E07000241
"BIP UK/US","Management  consultant - for-profits",250-999,EC3R 6EN,E09000001
"Optimised","Environmental consulting",50-249,FY4 2RP,E06000009
"BpH Wealth Management","Investment advising",10-49,AL5 4ES,E07000240
"AB5 Consulting","Management  consultant - for-profits",1-9,W5 1TP,E09000009
"Experience Travel Group","Travel agency & related",10-49,SW4 6BS,E09000022
"Houston & Hawkes Ltd","Event catering & related",10-49,UB111FE,E09000017
"Passion in Events Ltd","Other sports",1-9,KT13 9LZ,E07000207
"Megaphone Creative Ltd","Film, TV & music production",0,BA11 1PT,E06000066
"General Projects RE Ltd","Real estate development",1-9,w1u7hw,E09000033
"Apidura Ltd.","Sports goods",10-49,NW1 8NJ,E09000007
"KLH Sustainability Ltd","Environmental consulting",1-9,N1 6DD,E09000012
"energylab consulting Ltd","Engineering",1-9,N1 7TA,E09000012
"Graphite Digital","Other professional, scientific & tech",10-49,BN1 1YR,E06000043
"Lifework Communities Ltd","Other personal services",1-9,BA2 7BG,E06000022
"Electric Glue","Other professional, scientific & tech",10-49,W1D4QF,E09000033
"LDN Apprenticeships","Education & training services",10-49,SW81JU,E09000022
"HURR","General retail via Internet",10-49,SW8 4AS,E09000032
"Smile Together Dental CIC","Medical & dental practice",50-249,TR1 2JA,E06000052
"ELVIS","Other info service activities",50-249,W1W 7RT,E09000033
"Childs Farm ltd","Personal care products",10-49,RG24 4HG,E07000084
"LettUs Grow","Other manufacturing",10-49,BS4 4EU,E06000023
"Matchstick Creative","Advertising & market research",1-9,L1 0AB,E08000012
"Hyde Communication Ltd","Management  consultant - for-profits",0,TW11 8EZ,E09000027
"Engine","Other professional, scientific & tech",1-9,BA11 1HR,E06000066
"Sunny Side Up Comms","Advertising & market research",10-49,SW18 3QZ,E09000032
"Leesman Limited","Other professional, scientific & tech",10-49,W1W 6BP,E09000033
"Climbing Trees","Advertising & market research",1-9,CO6 2PB,E07000067
"Mindstep","Technology-based support services",10-49,WC2A 1LG,E09000001
"tml Partners","Employment placement & HR",10-49,EC4A 2DQ,E09000001
"IAN SNOW LTD","Furniture",10-49,EX387HQ,E07000046
"Aspect Capital","Investment advising",50-249,W1H 6AZ,E09000033
"Honeywell Bakes Ltd","Food products",10-49,NN6 6HE,E06000062
"Holly & Co","Other personal services",10-49,TW1 1RG,E09000027
"With Nothing Underneath","Apparel",1-9,SW8 4AS,E09000032
"Artistic Garment Industries Pvt. Ltd. ( AGI Denim)","Textiles",1000+,74900,
"Ticket Tailor","Software publishing and SaaS platforms",10-49,E8 3LY,E09000012
"Costello Medical Consulting Ltd.","Other human health",250-999,CB1 2JH,E07000008
"Circulor","Management  consultant - for-profits",10-49,W6 0LE,E09000013
"Playfinder","Software publishing and SaaS platforms",10-49,W1T1RS,E09000007
"Natural Vitality","Food products",10-49,BA3 0DL,
"HEAPS + STACKS LTD","Event catering & related",10-49,SW6 6UA,E09000013
"Darren Evans Limited","Environmental consulting",10-49,BS37 6BJ,E06000025
"Selective Asia","Travel agency & related",10-49,BN1 4GH,E06000043
"Built-ID","Web portals",10-49,EC2A 2AP,E09000012
"Xander Talent","Management  consultant - for-profits",50-249,EC3A 7LN,E09000001
"Empower Agency","Advertising & market research",1-9,RH18 5ED,E07000065
"The Future Collective LTD","Management  consultant - for-profits",1-9,LE142QS,E07000133
"Create Future Studios Ltd","Advertising & market research",10-49,EH1 3EG,S12000036
"AKFP Group","Investment advising",1-9,BT28 3AJ,N09000007
"Kingsfleet","Investment advising",1-9,IP6 0AE,E07000203
"Stay Wild Swim Limited","Apparel",1-9,sw18 2rs,E09000032
"Catch","Other info service activities",0,L23 5SE,E08000014
"Synergy Financial Planning","Investment advising",1-9,G64 2QG,S12000045
"Right Thing Media Limited","Other info service activities",1-9,W1W 7LT,E09000033
"Comtec Translations Ltd","Other professional, scientific & tech",10-49,CV32 5AE,E07000222
"Baringa Partners LLP","Management  consultant - for-profits",1000+,SW1E 6AJ,E09000033
"Pixeled Eggs","Web portals",10-49,W2 1BE,E09000033
"Agora Spaces Ltd","Real estate - leased property",1-9,OX1 3HA,E07000178
"11 London","Advertising & market research",10-49,W4 1QU,E09000018
"Naturaw","Food products",10-49,LS23 7EG,E08000035
"DEPLOY","Apparel",1-9,EC1V 2PY,E09000019
"Jelley Distilleries Limited","Beverages",0,NN6 9BX,E06000062
"Wagestream","Financial transaction processing",50-249,W1T 1QY,E09000033
"HR-People First Consultancy Ltd","Other personal services",1-9,N1 0GU,E09000019
"Bathing Beauty Limited","Personal care products",1-9,LL16 4LN,W06000004
"Miller Research (UK) Ltd","Other professional, scientific & tech",10-49,NP7 8RG,W06000021
"AEI Music Ltd","Arts & entertainment",10-49,N1 5SB,E09000012
"Steenbergs Limited","Food products",1-9,HG4 5GZ,E06000065
"Ellie Air","Jewelry & related articles",0,DT6 3RB,E06000059
"HYLO Athletics","Apparel",10-49,NW9 6BX,E09000003
"Creative Revolution Group Limited","General retail via Internet",10-49,BS40 5PA,E06000024
"Switchfoot Wealth Limited","Investment advising",1-9,GU9 0NS,E07000216
"Skating Panda","Advertising & market research",1-9,W1W 7TL,E09000033
"UNION HAND-ROASTED COFFEE","Agricultural Processing",50-249,E164TL,E09000025
"MOMO Kombucha","Beverages",1-9,SW8 5PP,E09000032
"Ape2o Limited","Beverages",0,TW12 9EG,E09000027
"Gemserv Limited","Management  consultant - for-profits",50-249,EC3M 4AJ,E09000001
"Ruebik ltd","Management  consultant - for-profits",1-9,N1 7GU,E09000012
"GoodFX","Financial markets exchanges",0,SW19 2RR,E09000024
"Capsule","Other insurance services",1-9,WR14 4QG,E07000235
"Project Merchandise","Other retail sale",1-9,E5 9ST,E09000012
"B+A","Management  consultant - for-profits",10-49,EC1V 9HW,E09000019
"Oppo Brothers Limited","Food products",10-49,SW8 5EL,E09000032
"Savo Project Developers","Other professional, scientific & tech",1-9,WC1V 6JS,E09000007
"GOAT","Advertising & market research",0,BN3 3BQ,E06000043
"Staark Cycling Ltd","Sports goods",1-9,W1T 1AN,E09000007
"RealWorth Consulting Limited","Other professional, scientific & tech",1-9,L3 4AF,E08000012
"Expert Advice / Sleeping Lion","Management  consultant - for-profits",0,SW1P 3HP,E09000033
"Send it to Alex","Admin, photocopying & mail services",1-9,Ox11 0NJ,E07000179
"Club Soda","Other personal services",1-9,E13 0AQ,E09000025
"Trinetra Investment Management LLP","Investment advising",1-9,W1C 1AY,E09000033
"Beckett Investment Management Group","Investment advising",50-249,IP33 3TU,E07000245
"reboxed","Computers & electronics",1-9,SW9 8PQ,E09000022
"Sharpham Partnership LTD","Food products",1-9,TQ97UT,E07000044
"Tribeology Ltd","Beverages",1-9,PL7 5JX,E07000044
"Novi. Digital Limited","Other info service activities",10-49,LA1 4XQ,E07000121
"Enviral Ltd","Advertising & market research",1-9,BS31QU,E06000023
"A-Side.","Other professional, scientific & tech",1-9,TR15 3AJ,E06000052
"Akerlof","Environmental consulting",1-9,NN1 5LL,E06000062
"Doppler Effect","Other info service activities",0,w1w 7lt,E09000033
"Zuto Ltd","Financial transaction processing",250-999,SK11 0LP,E06000049
"Minor Figures","Beverages",10-49,E17 5QJ,E09000031
"SISGroup Ltd.","Sports goods",250-999,CA15,
"SolarisKit Ltd","Solar power generation",1-9,DD4 8UQ,S12000042
"Ashfold Management Services Limited","Real estate development",1-9,SW19 7LL,E09000024
"Big Cat","Advertising & market research",1-9,B18 6NG,E08000025
"KAST Architects","Architecture design & planning",1-9,TR1 2PN,E06000052
"The Wellbeing Farm Ltd","Event catering & related",10-49,BL70BY,E06000008
"Genuine Solutions","Computers & electronics",50-249,KT6 7LD,E09000021
"Cre8ion Studios Ltd","Other professional, scientific & tech",1-9,BS4 1ET,E06000023
"Seep Living Ltd","Cleaning products",1-9,W12 7BA,E09000013
"Fanclub PR Ltd","Other professional, scientific & tech",1-9,EC2A 3NT,E09000012
"Article 13","Environmental consulting",1-9,W5 5LL,E09000009
"Kind","Computer programming services",1-9,NG1 1HS,E06000018
"As It Should Be Ltd","Other info service activities",0,BS48 3HH,E06000024
"Mayhew Bros [Ember] Ltd","Food products",1-9,SE16 4DG,E09000028
"Pollards Farm LTD - TA Twist Teas","Beverages",1-9,AL5 3PE,E07000240
"Motive Productions LTD","Other manufacturing",1-9,SE17 3LJ,E09000028
"Crystallised","Advertising & market research",1-9,NE1 1EE,E08000021
"Jubel Beer","Beverages",10-49,SE11 5DP,E09000022
"ZI Group Ltd.","Software publishing and SaaS platforms",50-249,NW1 7JN,E09000007
"Adelio Partners Limited","Investment advising",1-9,W1J 5NQ,E09000033
"Stress Matters","Other human health",1-9,HP3 9SZ,E07000096
"Risk Evolves","Management  consultant - for-profits",1-9,CV31 1XT,E07000222
"BlueSphere","Investment advising",1-9,WN6 0HN,E08000010
"JP's Originals Limited","Beverages",1-9,NW10 7SX,E09000009
"Guider Global Ltd","Software publishing and SaaS platforms",10-49,EC2A 4EG,E09000012
"Headway Recruitment","Other professional, scientific & tech",1-9,LS1 2BH,E08000035
"Element Four","Environmental consulting",1-9,EN1 3EF,E09000010
"The Paper Party Bag Shop","Games & toys",0,TW76LS,E09000018
"Themis International Services Ltd","Other personal services",10-49,GU1 3UW,E07000209
"Energise Ltd","Environmental consulting",10-49,PE19 8ER,E07000011
"Path Financial","Investment advising",10-49,TN33 0YD,E07000064
"RiskSave Technologies","Other financial services",1-9,n1 9pp,E09000019
"Habitat Aid Ltd","Other retail sale",0,BA10 0LQ,E06000066
"Inardua Consulting Limited","Other info service activities",1-9,GL5 3RU,E07000082
"Gateway Procurement Services Limited","Management  consultant - for-profits",1-9,HU13 0EG,E06000011
"Spherics Technology Ltd","Software publishing and SaaS platforms",1-9,BS7 8AA,E06000023
"Ground Control Ltd.","Other professional, scientific & tech",250-999,CM12 0EQ,E07000066
"Prune Harris Ltd","Other human health",1-9,PL25 9HU,E06000052
"New Forest Escapes","Accommodation",1-9,SO419BH,E07000091
"Social Change UK","Advertising & market research",10-49,LN1 1UB,E07000138
"Skylark Media","Film, TV & music production",1-9,BS14 0BU,E06000022
"Investment Tribe","Real estate- fee/contract",1-9,eh21ew,S12000036
"twig","General retail via Internet",10-49,EC2A 2BB,E09000019
"Seismic","Environmental consulting",10-49,WC1V 6HG,E09000007
"ENSO","Rubber & plastics products",1-9,W2 1BE,E09000033
"Platypus Digital","Social networks & info sharing",1-9,SE1 9RS,E09000028
"Feragaia","Beverages",1-9,KY8 6JE,S12000047
"The Bshirt","Apparel",1-9,tq95nu,E07000044
"SimplyPhi","Real estate - leased property",10-49,GU21 5BN,E07000217
"Monarc Jewellery Limited","Jewelry & related articles",1-9,E70AL,E09000031
"Big Lemon","Software publishing and SaaS platforms",1-9,CF83 3GG,W06000018
"Gladiator Events Ltd","Other sports",1-9,WC2A2JR,E09000033
"Higson","Management  consultant - for-profits",1-9,W12,
"Bennetts Associates","Architecture design & planning",50-249,EC1V 7NL,E09000019
"Emitwise","Software publishing and SaaS platforms",10-49,SE1 9RS,E09000028
"ANUKA Jewellery","Jewelry & related articles",0,CW6 9YH,E06000050
"Glen Lyon Coffee Roasters","Agricultural Processing",1-9,PH15 2AQ,S12000048
"Portt & Co","Accounting & auditing",10-49,TA6 4SY,E06000066
"By Sarah","Personal care products",0,UK,
"Cog Design Ltd","Computer programming services",10-49,SE10 9QF,E09000011
"Homethings","Cleaning products",1-9,WC2H 9JQ,E09000007
"Arma Karma","Non-life insurance",1-9,CO4 3ZQ,E07000071
"Peppy","Other human health",10-49,EC1V 2NX,E09000019
"Academy","Educational support",10-49,M3 2BY,E08000003
"Tea Venture Limited","Beverages",1-9,NE1 6SQ,E08000021
"AKOMA","Personal care products",1-9,DE21 6AS,E06000015
"Karfu Ltd","Web portals",1-9,N1 7GU,E09000012
"Periscope","Landscape services",1-9,N1 4BZ,E09000012
"Flexi-Hex Ltd","Paper & paper products",10-49,TR13 9JX,E06000052
"Rationale","Advertising & market research",1-9,EH6,
"Giki","Mobile applications",1-9,N1 7GU,E09000012
"Headley Rothwell Limited T/A Old Chapel Cellars","Beverages",1-9,TR1 1EX,E06000052
"Journeys With Purpose","Environmental consulting",0,GU27 3SE,E07000216
"myHappymind","Management  consultant - for-profits",1-9,SK9 7JE,E06000049
"betternotstop","Other personal services",1-9,M19 1NR,E08000003
"Pure Outdoor","Athletic & fitness centers",1-9,S33 0AL,E07000037
"Oliver Co. London","Leather & related products",0,SW9 0QD,E09000022
"Purplefish PR Ltd","Advertising & market research",1-9,BS4 3EH,E06000023
"HIGHR Collective","Personal care products",0,NW1 7TH,E09000007
"Nudea LTD","General retail via Internet",1-9,SL7 3RZ,E06000060
"Lunaria Partners","Employment placement & HR",1-9,E7 9DL,E09000025
"ClearView Research","Advertising & market research",1-9,EC2A 4NE,E09000012
"Emma Bridgewater Ltd","Other manufacturing",250-999,ST6 8JB,E06000021
"Penleaf Limited","Management consultant - nonprofits",0,GL7 2PP,E07000079
"Edit Agency Limited","Advertising & market research",50-249,BA1 1JW,E06000022
"B-People Group Ltd","Employment placement & HR",1-9,BN7 2BE,E07000063
"Grubby","Restaurants & food service",1-9,E28HL,E09000012
"Work.Life","Other business support",10-49,W1F 8GQ,E09000033
"Newyonder","Film, TV & music production",0,W1W 7LT,E09000033
"The Bio-D Company","Cleaning products",10-49,HU9 5LW,E06000010
"Lean Practice Ltd","Management  consultant - for-profits",0,YO1 8QG,E06000014
"Spruce","Cleaning products",0,N1 7GU,E09000012
"SkootEco","Mobile applications",10-49,EC2A 4NE,E09000012
"dewerstone","Apparel",1-9,PL206QE,E07000047
"Pentire Drinks","Beverages",1-9,EC1M 6HJ,E09000019
"JRP Solutions Ltd","Environmental consulting",10-49,GL9 1BX,E06000025
"Harvest London","Growing perennial crops",1-9,E10 7QF,E09000031
"SXOLLIE","Beverages",1-9,W5 2AB,E09000009
"Oakham Wealth Management Ltd","Investment advising",1-9,W1J 6BD,E09000033
"Madlug CIC","Apparel",1-9,BT61 9LW,N09000002
"New Leaf Life Design","Other human health",0,TA5 1BA,E06000066
"African Impact Limited","Management  consultant - for-profits",1-9,BN1 6AF,E06000043
"Danone Specialised Nutrition UK & Ireland","Food products",1000+,W4 5YG,E09000018
"The Research People","Other professional, scientific & tech",1-9,WC1N 3AX,E09000007
"Circl","Management  consultant - for-profits",1-9,London W2 1BE,E09000033
"Red Bank Coffee Roasters","Beverages",1-9,LA9 5RR,E06000064
"Nudge Energy Talent Lab","Software publishing and SaaS platforms",1-9,AB51 3XW,S12000034
"&SISTERS Ltd","Personal care products",1-9,SW63BN,E09000013
"Studee","Other education",10-49,GL7 2PR,E07000079
"Green Salon Collective","Hairdressing & other beauty services",1-9,BT189HW,N09000011
"Forte Organics Ltd","Personal care products",1-9,WC2A 1LS,E09000001
"KultraLab","Mobile applications",10-49,EC4A 1HP,E09000001
"Prospela","Management  consultant - for-profits",1-9,GU98NY,E07000216
"Grain Limited","Environmental consulting",0,W1H 1PJ,E09000033
"Kingdom & Sparrow","Advertising & market research",10-49,TR11,
"PayCaptain","Employment placement & HR",1-9,W1D 3SG,E09000033
"Generation Press","Printing & recorded media",10-49,BN45 7AG,E07000228
"Bonraw Foods Ltd","Food products",1-9,WC2H 9JQ,E09000007
"Sapling Spirits","Beverages",1-9,W12 0HT,E09000013
"Two Drifters Distillery","Beverages",1-9,EX5 2UL,E07000040
"Quarsh","Other professional, scientific & tech",10-49,B721QY,E08000025
"Kid-A","Telecommunications",10-49,SO23 8SR,E07000094
"918 Coffee Co","Food products",1-9,SP7 9AN,E06000054
"Muckle media","Other business support",1-9,EH2 3BU,S12000036
"Nc'nean Distillery","Beverages",1-9,PA80 5XZ,S12000017
"Greenr Technologies Ltd","Mobile applications",1-9,W1S 2PD,E09000033
"Tamweel Capital Ltd","Other professional, scientific & tech",1-9,W10 5JJ,E09000020
"Moringa Ltd","Management  consultant - for-profits",0,WC2H 9JQ,E09000007
"Driftime® Media","Spec design (non-building)",1-9,BN3 3RG,E06000043
"Treeapp","Mobile applications",1-9,EC1N 2SW,E09000007
"The Gut Stuff Limited","Other human health",1-9,NW1 7DE,E09000007
"Truthbrush Ltd","Personal care products",1-9,TQ13 7AX,E07000045
"Beehave Beverages Ltd","Beverages",0,SE11 4AA,E09000022
"The Unconnected Ltd","Telecommunications",0,WC1X 0ND,E09000007
"The Big Sky","Film, TV & music production",1-9,EC2A 3PD,E09000012
"guilt free enterprises ltd","Food products",1-9,OX26 6QB,E07000177
"Craft Courses Limited","Arts & entertainment",1-9,SA36 0DT,W06000009
"HR Rockstars","Management consultant - nonprofits",1-9,HG1 1ND,E06000065
"Cyd Connects","Management  consultant - for-profits",0,SW17 9RU,E09000032
"Bother","General retail via Internet",10-49,W10 5AD,E09000020
"58 and Co. Limited","Beverages",1-9,E8 4ED,E09000012
"The House of Botanicals","Beverages",1-9,AB11 5RE,S12000033
"Picl Animation","Film, TV & music production",1-9,CF5 2JH,W06000015
"OneID Limited","Financial transaction processing",10-49,CV37 6JG,E07000221
"Klyk","Electrical equipment",1-9,NW5 1LB,E09000007
"Tusko","Other info service activities",1-9,BS2 8UH,E06000023
"Floreon","Other info service activities",1-9,HU13 0GD,E06000011
"Prickly Thistle Scotland Ltd","Textiles",1-9,IV16 9XJ,S12000017
"Skinflint Ltd","Electrical equipment",1-9,TR10 8AE,E06000052
"Rewild the Frame Ltd","Other personal services",0,BS353SH,E06000025
"Remarkably","Management  consultant - for-profits",1-9,N1 7RR,E09000012
"Walsh's Learning to Achieve Ltd","Management  consultant - for-profits",0,OX2 7SY,E07000178
"FUTUREPROOF TECH LTD","Software publishing and SaaS platforms",1-9,SS11 8YU,E07000066
"Better Beverage Company","Beverages",1-9,W67NL,E09000013
"Warwick Events Limited","Other recreation",1-9,CV37 6HB,E07000221
"Gymnasium","Other personal services",1-9,SW4 6DH,E09000022
"Social Supermarket","Other retail sale",1-9,NW5 1UG,E09000007
"Matt Appleby Consulting","Advertising & market research",0,CF23 5EW,W06000015
"Byway","Other personal services",1-9,W8 5EH,E09000020
"The Uncommon","Beverages",1-9,N1 6LP,E09000012
"CRANBOURN® (Holdings) Limited","Personal care products",0,SW18 1GB,E09000032
"Thrive Accountants","Accounting & auditing",1-9,RH19 4LZ,E07000228
"f1 recruitment ltd","Other professional, scientific & tech",1-9,SE1 6DP,E09000028
"Ancient + Brave","Beverages",1-9,TN22 5AA,E07000065
"Ethical Bedding","Textiles",0,W1G 0PW,E09000033
"Brevio","Software publishing and SaaS platforms",10-49,BA1 1RG,E06000022
"Bang Creations.co.uk","Spec design (non-building)",1-9,GU27 2LA,E07000216
"Original Consultants Ltd","Telecommunications",1-9,GL50 2JA,E07000078
"Hello Earth Agency","Advertising & market research",1-9,L2 5RH,E08000012
"GivingBack Films LTD","Film, TV & music production",0,NW6 6PA,E09000005
"Kin and Carta Plc","Mobile applications",10-49,,
"Veo","Other info service activities",1-9,M3 4AP,E08000003
"Mulashaker","Management  consultant - for-profits",1-9,LE8 0QZ,E07000131
"The People Experience Hub","Management  consultant - for-profits",1-9,NN12 6BT,E06000062
"Business On Purpose","Management  consultant - for-profits",0,BS8 1HB,E06000023
